periode_data,periode_pemantauan,bulan_sampling,wilayah,kecamatan,jenis_lokasi,lokasi_sampling,latitude,longitude,kelompok_parameter,parameter,baku_mutu,hasil_pengukuran,kondisi
,Periode 2,8,,,Muara,Muara Kamal (surut),-6.080777803,106.7346111,Indek Kualitas Air,Indeks Pencemaran (IP),N/A,5.16,Cemar sedang
,Periode 2,8,,,Muara,Muara Kamal (surut),-6.080777803,106.7346111,Indek Kualitas Air,Status Indeks (IP),N/A,Cemar sedang,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Fisik,Suhu,oC,30.5,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Fisik,Kecerahan,meter,2,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Fisik,Bau,N/A,alami,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Fisik,Kekeruhan,NTU,100,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Fisik,TSS,mg/L,9.37,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Fisik,Sampah,N/A,N/A,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Fisik,Lapisan Minyak,N/A,N/A,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,pH,N/A,7.9,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,Salinitas,N/A,28.7,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,Oksigen terlarut (DO),mg/L,5.88,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,BOD5,mg/L,34.8,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,Amonia total,mg/L,0.148,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,Orto-fosfat,mg/L,0.291,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,Nitrat,mg/L,0.205,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,Sianida,mg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,Sulfida,mg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,TPH,mg/L,< 0.02,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,Fenol Total,mg/L,< 0.0008,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,PAH,mg/L,< 0.0001,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,PCB,µg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,Surfaktan,mg/L,0.015,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,Minyak dan Lemak,mg/L,1,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,BHC,µg/L,< 0.4,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,Aldrin/dieldrin,µg/L,< 0.2,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,Chlordane,µg/L,< 0.2,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,DDT,µg/L,< 0.04,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,Heptachlor,µg/L,< 0.04,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,Lindane,µg/L,< 0.2,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,Methoxy-chlor,µg/L,< 0.005,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,Endrin,µg/L,< 0.08,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,Toxaphan,µg/L,< 0.1,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Kimia,TBT,µg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Logam Berat,Air raksa (Hg),mg/L,0.0009,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Logam Berat,Kromium heksavalent (Cr(VI)),mg/L,< 0.005,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Logam Berat,Arsen (As),mg/L,0.0023,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Logam Berat,Kadmium (Cd),mg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Logam Berat,Tembaga (Cu),mg/L,< 0.005,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Logam Berat,Timbal (Pb),mg/L,0.0040,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Logam Berat,Seng (Zn),mg/L,< 0.020,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Logam Berat,Nikel (Ni),mg/L,0.0040,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Biologi,Fecal coliform,Jml/100 mL,< 1.1,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Biologi,Coliform (total),Jml/100 mL,4,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Biologi,Salmonella,CFU/mL,0,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Biologi,Fitoplankton,Sel/mL,29.6,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Indek Kualitas Air,Indeks Pencemaran (IP),N/A,5.44,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (pasang),-6.101847226,106.7851944,Indek Kualitas Air,Status Indeks (IP),N/A,Cemar sedang,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Fisik,Suhu,oC,30.9,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Fisik,Kecerahan,meter,1.8,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Fisik,Bau,N/A,alami,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Fisik,Kekeruhan,NTU,50.2,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Fisik,TSS,mg/L,< 2.5,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Fisik,Sampah,N/A,N/A,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Fisik,Lapisan Minyak,N/A,N/A,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,pH,N/A,8.3,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,Salinitas,N/A,29.3,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,Oksigen terlarut (DO),mg/L,5.15,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,BOD5,mg/L,29.8,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,Amonia total,mg/L,0.195,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,Orto-fosfat,mg/L,0.291,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,Nitrat,mg/L,0.351,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,Sianida,mg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,Sulfida,mg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,TPH,mg/L,< 0.02,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,Fenol Total,mg/L,< 0.0008,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,PAH,mg/L,< 0.0001,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,PCB,µg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,Surfaktan,mg/L,0.033,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,Minyak dan Lemak,mg/L,1,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,BHC,µg/L,< 0.4,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,Aldrin/dieldrin,µg/L,< 0.2,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,Chlordane,µg/L,< 0.2,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,DDT,µg/L,< 0.04,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,Heptachlor,µg/L,< 0.04,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,Lindane,µg/L,< 0.2,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,Methoxy-chlor,µg/L,< 0.005,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,Endrin,µg/L,< 0.08,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,Toxaphan,µg/L,< 0.1,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Kimia,TBT,µg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Logam Berat,Air raksa (Hg),mg/L,0.0006,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Logam Berat,Kromium heksavalent (Cr(VI)),mg/L,< 0.005,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Logam Berat,Arsen (As),mg/L,0.0012,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Logam Berat,Kadmium (Cd),mg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Logam Berat,Tembaga (Cu),mg/L,< 0.005,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Logam Berat,Timbal (Pb),mg/L,0.0060,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Logam Berat,Seng (Zn),mg/L,< 0.020,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Logam Berat,Nikel (Ni),mg/L,0.0060,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Biologi,Fecal coliform,Jml/100 mL,< 1.1,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Biologi,Coliform (total),Jml/100 mL,4,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Biologi,Salmonella,CFU/mL,0,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Biologi,Fitoplankton,Sel/mL,13.4,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Indek Kualitas Air,Indeks Pencemaran (IP),N/A,5.39,Cemar sedang
,Periode 2,8,,,Muara,Muara Karang (surut),-6.101847226,106.7851944,Indek Kualitas Air,Status Indeks (IP),N/A,Cemar sedang,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Fisik,Suhu,oC,30.4,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Fisik,Kecerahan,meter,0.8,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Fisik,Bau,N/A,alami,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Fisik,Kekeruhan,NTU,173,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Fisik,TSS,mg/L,34.6,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Fisik,Sampah,N/A,N/A,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Fisik,Lapisan Minyak,N/A,N/A,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,pH,N/A,7.5,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,Salinitas,N/A,28.3,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,Oksigen terlarut (DO),mg/L,6.55,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,BOD5,mg/L,59.4,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,Amonia total,mg/L,0.482,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,Orto-fosfat,mg/L,0.719,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,Nitrat,mg/L,0.039,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,Sianida,mg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,Sulfida,mg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,TPH,mg/L,< 0.02,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,Fenol Total,mg/L,< 0.0008,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,PAH,mg/L,< 0.0001,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,PCB,µg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,Surfaktan,mg/L,0.149,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,Minyak dan Lemak,mg/L,< 1,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,BHC,µg/L,< 0.4,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,Aldrin/dieldrin,µg/L,< 0.2,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,Chlordane,µg/L,< 0.2,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,DDT,µg/L,< 0.04,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,Heptachlor,µg/L,< 0.04,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,Lindane,µg/L,< 0.2,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,Methoxy-chlor,µg/L,< 0.005,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,Endrin,µg/L,< 0.08,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,Toxaphan,µg/L,< 0.1,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Kimia,TBT,µg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Logam Berat,Air raksa (Hg),mg/L,0.0004,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Logam Berat,Kromium heksavalent (Cr(VI)),mg/L,< 0.005,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Logam Berat,Arsen (As),mg/L,0.0005,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Logam Berat,Kadmium (Cd),mg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Logam Berat,Tembaga (Cu),mg/L,< 0.005,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Logam Berat,Timbal (Pb),mg/L,0.0060,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Logam Berat,Seng (Zn),mg/L,< 0.020,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Logam Berat,Nikel (Ni),mg/L,0.0020,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Biologi,Fecal coliform,Jml/100 mL,15,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Biologi,Coliform (total),Jml/100 mL,93,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Biologi,Salmonella,CFU/mL,0,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Biologi,Fitoplankton,Sel/mL,8.56,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Indek Kualitas Air,Indeks Pencemaran (IP),N/A,6.79,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (pasang),-6.097111115,106.9569444,Indek Kualitas Air,Status Indeks (IP),N/A,Cemar sedang,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Fisik,Suhu,oC,29.7,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Fisik,Kecerahan,meter,0.7,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Fisik,Bau,N/A,alami,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Fisik,Kekeruhan,NTU,209,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Fisik,TSS,mg/L,45,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Fisik,Sampah,N/A,N/A,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Fisik,Lapisan Minyak,N/A,N/A,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,pH,N/A,7.11,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,Salinitas,N/A,28,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,Oksigen terlarut (DO),mg/L,3.4,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,BOD5,mg/L,55.6,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,Amonia total,mg/L,0.643,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,Orto-fosfat,mg/L,0.852,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,Nitrat,mg/L,0.013,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,Sianida,mg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,Sulfida,mg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,TPH,mg/L,< 0.02,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,Fenol Total,mg/L,< 0.0008,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,PAH,mg/L,< 0.0001,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,PCB,µg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,Surfaktan,mg/L,0.051,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,Minyak dan Lemak,mg/L,< 1,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,BHC,µg/L,< 0.4,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,Aldrin/dieldrin,µg/L,< 0.2,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,Chlordane,µg/L,< 0.2,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,DDT,µg/L,< 0.04,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,Heptachlor,µg/L,< 0.04,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,Lindane,µg/L,< 0.2,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,Methoxy-chlor,µg/L,< 0.005,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,Endrin,µg/L,< 0.08,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,Toxaphan,µg/L,< 0.1,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Kimia,TBT,µg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Logam Berat,Air raksa (Hg),mg/L,0.0007,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Logam Berat,Kromium heksavalent (Cr(VI)),mg/L,< 0.005,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Logam Berat,Arsen (As),mg/L,0.0008,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Logam Berat,Kadmium (Cd),mg/L,< 0.001,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Logam Berat,Tembaga (Cu),mg/L,< 0.005,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Logam Berat,Timbal (Pb),mg/L,0.0010,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Logam Berat,Seng (Zn),mg/L,< 0.020,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Logam Berat,Nikel (Ni),mg/L,0.0020,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Biologi,Fecal coliform,Jml/100 mL,93,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Biologi,Coliform (total),Jml/100 mL,240,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Biologi,Salmonella,CFU/mL,0,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Biologi,Fitoplankton,Sel/mL,14.9,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Indek Kualitas Air,Indeks Pencemaran (IP),N/A,7.09,Cemar sedang
,Periode 2,8,,,Muara,Muara Marunda (surut),-6.097111115,106.9569444,Indek Kualitas Air,Status Indeks (IP),N/A,Cemar sedang,Cemar sedang
,Periode 2,8,,,Pulau,Pulau Dolpin,-5.585916667,106.5488333,Fisik,Suhu,oC,29.4,Cemar ringan
,Periode 2,8,,,Pulau,Pulau Dolpin,-5.585916667,106.5488333,Fisik,Kecerahan,meter,4,Cemar ringan
,Periode 2,8,,,Pulau,Pulau Dolpin,-5.585916667,106.5488333,Fisik,Bau,N/A,alami,Cemar ringan
,Periode 2,8,,,Pulau,Pulau Dolpin,-5.585916667,106.5488333,Fisik,Kekeruhan,NTU,7.8,Cemar ringan
,Periode 2,8,,,Pulau,Pulau Dolpin,-5.585916667,106.5488333,Fisik,TSS,mg/L,< 2.5,Cemar ringan
,Periode 2,8,,,Pulau,Pulau Dolpin,-5.585916667,106.5488333,Fisik,Sampah,N/A,N/A,Cemar ringan
,Periode 2,8,,,Pulau,Pulau Dolpin,-5.585916667,106.5488333,Fisik,Lapisan Minyak,N/A,N/A,Cemar ringan
,Periode 2,8,,,Pulau,Pulau Dolpin,-5.585916667,106.5488333,Kimia,pH,N/A,8.12,Cemar ringan
,Periode 2,8,,,Pulau,Pulau Dolpin,-5.585916667,106.5488333,Kimia,Salinitas,N/A,30.6,Cemar ringan
,Periode 2,8,,,Pulau,Pulau Dolpin,-5.585916667,106.5488333,Kimia,Oksigen terlarut (DO),mg/L,7.1,Cemar ringan
,Periode 2,8,,,Pulau,Pulau Dolpin,-5.585916667,106.5488333,Kimia,BOD5,mg/L,1.98,Cemar ringan
,Periode 2,8,,,Pulau,Pulau Dolpin,-5.585916667,106.5488333,Kimia,Amonia total,mg/L,< 0.01,Cemar ringan
,Periode 2,8,,,Pulau,Pulau Dolpin,-5.585916667,106.5488333,Kimia,Orto-fosfat,mg/L,0.016,Cemar ringan
